area,crimeType,count,year,month,day,hour,festival,riskLevel
Kovilpillai Nagar,murder,8,2023,1,26,11,,low
Mattakadai,vandalism,5,2023,12,13,5,Diwali,low
New Colony,drug abuse,3,2023,3,8,3,Diwali,moderate
Pearl City,robbery,3,2023,7,15,1,Pongal,low
Nazreth,drug abuse,3,2023,2,2,15,Pongal,low
Pearl City,murder,2,2024,7,31,3,Ayudha Pooja,high
Mattakadai,robbery,7,2024,12,23,7,Diwali,low
Beach Road,assault,1,2024,10,27,18,,high
Beach Road,theft,2,2023,7,5,2,Ayudha Pooja,low
Nazreth,drug abuse,10,2023,12,10,16,Pongal,low
Muthiahpuram,drug abuse,8,2023,10,1,21,Diwali,moderate
Tiruchendur Road,harassment,7,2024,6,4,6,Ayudha Pooja,high
Athimarapatti,drug abuse,5,2023,5,14,15,New Year,high
Pearl City,robbery,1,2023,4,23,9,New Year,moderate
Therespuram,robbery,9,2023,6,17,6,,moderate
New Colony,harassment,3,2023,4,3,15,,moderate
Tiruchendur Road,robbery,8,2024,11,16,0,New Year,high
Beach Road,theft,7,2023,11,2,18,,low
New Colony,murder,3,2023,12,3,11,New Year,high
Kovilpillai Nagar,drug abuse,9,2024,4,25,8,Pongal,moderate
Pearl City,drug abuse,9,2024,3,20,22,Pongal,low
Thoothukudi Port,drug abuse,7,2023,8,1,7,Christmas,moderate
Victoria Extension,harassment,6,2024,9,13,5,New Year,high
Third Mile,murder,3,2023,1,21,12,Ayudha Pooja,high
New Colony,harassment,1,2024,7,7,21,Diwali,moderate
Tiruchendur Road,assault,4,2024,12,1,6,New Year,moderate
Tiruchendur Road,drug abuse,10,2024,3,31,17,,high
Muthiahpuram,vandalism,3,2024,8,5,16,,low
Pearl City,vandalism,7,2023,1,31,14,Pongal,moderate
Pearl City,theft,9,2024,4,20,10,Ayudha Pooja,low
Thoothukudi Port,vandalism,10,2023,11,10,12,Vishu,moderate
Bryant Nagar,harassment,3,2024,8,19,1,Vishu,low
Victoria Extension,assault,7,2023,2,27,8,,low
Athimarapatti,harassment,6,2023,8,29,19,,moderate
Muthiahpuram,robbery,10,2023,4,5,10,Vishu,moderate
Beach Road,murder,7,2023,4,1,4,Christmas,low
Kovilpillai Nagar,murder,9,2023,9,6,13,New Year,moderate
Victoria Extension,murder,7,2023,7,23,12,New Year,moderate
Millerpuram,assault,9,2024,6,19,14,Vishu,high
Pearl City,robbery,7,2024,7,28,3,,moderate
Thoothukudi Port,theft,6,2024,3,3,3,Christmas,low
New Colony,vandalism,2,2023,10,24,4,Ayudha Pooja,moderate
Nazreth,murder,3,2023,9,11,12,Vishu,low
Tiruchendur Road,robbery,10,2023,3,2,22,Christmas,low
Muthiahpuram,harassment,2,2024,7,12,21,Christmas,high
Nazreth,harassment,10,2023,9,17,2,Vishu,low
Tiruchendur Road,robbery,1,2024,1,23,23,New Year,high
New Colony,drug abuse,4,2023,10,22,11,Pongal,low
Thoothukudi Port,assault,2,2024,11,19,4,Vishu,low
Pearl City,theft,4,2023,5,14,20,Diwali,high
Muthiahpuram,murder,5,2023,3,29,6,Christmas,high
New Colony,robbery,9,2024,10,19,4,Vishu,low
Victoria Extension,murder,7,2023,3,9,1,Ayudha Pooja,moderate
Athimarapatti,theft,9,2024,9,4,2,Christmas,high
Millerpuram,drug abuse,6,2023,5,31,23,,moderate
Mattakadai,drug abuse,4,2024,12,4,12,New Year,low
Nazreth,murder,7,2024,7,20,4,Vishu,high
Kovilpillai Nagar,murder,8,2023,5,15,1,Vishu,high
Thoothukudi Port,harassment,4,2024,12,21,21,New Year,low
Muthiahpuram,murder,9,2023,6,11,13,Pongal,low
Kovilpillai Nagar,drug abuse,7,2024,5,11,3,Ayudha Pooja,high
Bryant Nagar,theft,6,2024,9,19,22,Vishu,moderate
Thoothukudi Port,vandalism,7,2023,3,16,0,Ayudha Pooja,low
Tiruchendur Road,robbery,8,2023,6,13,20,Christmas,low
New Colony,harassment,4,2023,5,1,7,Christmas,high
Victoria Extension,vandalism,4,2024,2,1,16,Diwali,moderate
Nazreth,vandalism,7,2024,5,22,22,Vishu,moderate
Mattakadai,harassment,1,2024,8,19,12,Vishu,low
Nazreth,robbery,8,2024,12,5,2,Ayudha Pooja,moderate
Bryant Nagar,vandalism,9,2024,3,12,23,Ayudha Pooja,low
Bryant Nagar,robbery,1,2024,10,25,15,,moderate
Thoothukudi Port,drug abuse,4,2024,11,6,13,Christmas,high
Pearl City,drug abuse,5,2023,1,27,19,Vishu,moderate
Muthiahpuram,theft,2,2024,6,1,14,,moderate
New Colony,drug abuse,5,2023,10,28,5,Diwali,low
Beach Road,robbery,7,2023,12,18,8,Diwali,high
Tiruchendur Road,robbery,3,2023,12,15,5,New Year,low
Muthiahpuram,harassment,9,2023,8,4,2,Ayudha Pooja,low
Nazreth,theft,6,2023,3,4,3,New Year,moderate
Tiruchendur Road,vandalism,10,2024,2,18,14,Vishu,high
New Colony,murder,2,2023,6,21,8,,high
Therespuram,theft,6,2024,12,9,21,Pongal,high
New Colony,vandalism,5,2024,3,24,0,Pongal,high
Bryant Nagar,theft,9,2023,11,26,2,New Year,high
Kovilpillai Nagar,theft,8,2024,10,30,13,Ayudha Pooja,moderate
Thoothukudi Port,assault,7,2024,12,30,6,Vishu,moderate
Third Mile,assault,5,2024,4,24,22,New Year,high
Muthiahpuram,harassment,7,2024,4,10,14,Ayudha Pooja,moderate
Bryant Nagar,murder,4,2023,12,30,2,Diwali,low
Bryant Nagar,robbery,3,2023,7,1,19,Diwali,high
Beach Road,vandalism,5,2023,4,24,21,Vishu,high
Athimarapatti,murder,2,2024,1,9,5,,low
Therespuram,assault,1,2023,7,19,23,Ayudha Pooja,low
Muthiahpuram,theft,3,2024,6,14,6,Ayudha Pooja,low
Pearl City,drug abuse,3,2023,9,30,18,Vishu,moderate
Thoothukudi Port,murder,2,2024,6,27,23,Diwali,high
Mattakadai,vandalism,9,2024,2,22,13,Diwali,high
Therespuram,assault,9,2023,6,15,16,Pongal,moderate
Beach Road,murder,7,2023,7,20,3,New Year,high
Kovilpillai Nagar,vandalism,8,2024,4,18,18,,moderate
Pearl City,assault,4,2024,8,8,9,Christmas,moderate
Victoria Extension,theft,9,2024,2,20,21,Christmas,low
Pearl City,murder,3,2023,11,22,23,Diwali,low
Muthiahpuram,drug abuse,7,2024,6,10,13,Diwali,high
Tiruchendur Road,vandalism,5,2023,3,31,5,Ayudha Pooja,high
Tiruchendur Road,assault,3,2023,6,11,4,Vishu,moderate
Bryant Nagar,assault,8,2023,9,12,21,New Year,moderate
Therespuram,harassment,2,2024,5,30,7,Christmas,high
Athimarapatti,assault,3,2023,8,1,2,Christmas,moderate
Third Mile,drug abuse,1,2023,1,26,15,Christmas,low
Therespuram,murder,6,2023,12,5,6,New Year,high
New Colony,murder,1,2023,8,15,19,New Year,moderate
Nazreth,murder,8,2023,4,27,20,Vishu,high
Kovilpillai Nagar,murder,3,2023,10,8,12,Pongal,moderate
Pearl City,assault,4,2024,4,24,19,Vishu,low
Muthiahpuram,drug abuse,2,2024,8,31,9,,low
Muthiahpuram,robbery,6,2023,10,1,15,Diwali,moderate
Muthiahpuram,harassment,9,2023,10,17,14,,low
Athimarapatti,robbery,6,2024,6,12,1,Diwali,high
Nazreth,drug abuse,4,2023,9,3,11,New Year,low
Beach Road,drug abuse,10,2023,1,11,2,Christmas,low
New Colony,theft,2,2023,12,23,6,Ayudha Pooja,low
Bryant Nagar,vandalism,1,2024,10,2,3,Diwali,low
Pearl City,robbery,7,2024,12,7,6,Ayudha Pooja,high
New Colony,murder,3,2024,6,10,19,New Year,low
Victoria Extension,harassment,2,2024,2,29,5,,low
Athimarapatti,murder,3,2024,6,23,20,Diwali,moderate
Muthiahpuram,theft,5,2023,8,13,21,Diwali,low
Millerpuram,murder,6,2024,6,23,20,,high
Kovilpillai Nagar,murder,2,2024,6,13,9,Christmas,moderate
Mattakadai,assault,4,2023,7,29,8,Pongal,high
Muthiahpuram,murder,4,2023,8,3,8,Diwali,moderate
Thoothukudi Port,assault,3,2024,10,25,14,Pongal,high
Third Mile,murder,3,2023,1,2,3,Vishu,moderate
Bryant Nagar,harassment,3,2023,4,2,7,Vishu,high
Beach Road,assault,2,2023,5,18,2,New Year,low
Tiruchendur Road,theft,4,2024,2,25,11,Vishu,low
Third Mile,robbery,1,2023,9,10,7,Ayudha Pooja,high
New Colony,harassment,6,2024,7,8,9,Pongal,high
Third Mile,vandalism,4,2024,8,11,21,New Year,moderate
Millerpuram,assault,3,2023,1,31,15,,low
Therespuram,assault,1,2024,1,30,12,,low
Beach Road,harassment,8,2023,4,13,20,Pongal,low
Athimarapatti,robbery,10,2024,2,19,6,,high
Beach Road,drug abuse,10,2023,6,24,9,Christmas,low
Pearl City,theft,3,2023,10,28,1,Pongal,low
New Colony,vandalism,7,2024,1,30,22,Vishu,low
Muthiahpuram,drug abuse,9,2024,12,10,16,Diwali,high
Beach Road,robbery,3,2024,12,19,18,,high
Nazreth,drug abuse,3,2024,10,28,6,Diwali,high
Kovilpillai Nagar,harassment,4,2024,11,6,0,Ayudha Pooja,moderate
Thoothukudi Port,murder,4,2024,10,29,5,Diwali,high
Tiruchendur Road,robbery,8,2023,10,14,19,Pongal,low
Therespuram,vandalism,8,2023,9,16,13,Pongal,low
Tiruchendur Road,drug abuse,2,2024,7,8,12,Diwali,low
Athimarapatti,theft,8,2024,3,22,1,New Year,low
Beach Road,vandalism,4,2024,2,11,16,Christmas,low
Millerpuram,murder,7,2024,5,7,6,,high
Third Mile,drug abuse,8,2023,12,24,14,Vishu,moderate
Athimarapatti,vandalism,6,2023,1,5,14,Pongal,low
Kovilpillai Nagar,murder,4,2023,7,3,10,Vishu,high
Tiruchendur Road,harassment,5,2024,12,12,9,New Year,low
New Colony,vandalism,6,2024,3,21,0,,moderate
Mattakadai,vandalism,10,2024,1,16,19,Pongal,low
Nazreth,robbery,9,2024,2,18,19,Ayudha Pooja,high
Therespuram,murder,9,2023,7,20,17,New Year,high
Pearl City,harassment,3,2024,5,22,9,Vishu,moderate
Bryant Nagar,assault,8,2024,11,3,11,,high
Tiruchendur Road,robbery,10,2024,12,10,23,New Year,low
Third Mile,robbery,10,2023,12,3,8,Diwali,high
New Colony,assault,5,2024,10,21,18,Pongal,low
Therespuram,drug abuse,5,2023,7,9,3,Vishu,high
Third Mile,assault,5,2024,3,29,0,Diwali,high
Thoothukudi Port,drug abuse,3,2023,6,27,4,Christmas,low
Mattakadai,vandalism,1,2024,8,16,22,Vishu,moderate
Pearl City,robbery,2,2024,1,21,8,,high
Muthiahpuram,robbery,6,2024,5,5,9,New Year,high
Beach Road,robbery,1,2023,11,1,12,Diwali,low
Muthiahpuram,murder,2,2023,9,6,5,Christmas,moderate
Bryant Nagar,drug abuse,3,2024,4,27,7,Christmas,high
Kovilpillai Nagar,theft,2,2023,10,14,6,,moderate
New Colony,theft,8,2024,5,3,4,Pongal,high
Victoria Extension,theft,10,2023,11,3,22,Vishu,low
Therespuram,murder,7,2023,2,18,22,Christmas,high
Thoothukudi Port,robbery,7,2024,8,8,13,Ayudha Pooja,high
Kovilpillai Nagar,assault,4,2023,5,13,7,Ayudha Pooja,moderate
Athimarapatti,drug abuse,1,2024,4,24,7,Pongal,moderate
Therespuram,vandalism,10,2023,9,7,16,Vishu,low
Victoria Extension,murder,1,2023,10,1,8,Ayudha Pooja,moderate
Tiruchendur Road,harassment,2,2024,3,20,1,Ayudha Pooja,moderate
Kovilpillai Nagar,robbery,7,2023,12,12,4,,low
Victoria Extension,drug abuse,8,2023,10,7,13,Pongal,low
Pearl City,harassment,1,2024,12,17,7,New Year,low
Pearl City,murder,1,2024,7,14,9,Christmas,high
Muthiahpuram,vandalism,10,2023,6,5,18,New Year,moderate
Kovilpillai Nagar,vandalism,5,2024,2,18,16,Christmas,high
Nazreth,assault,8,2024,11,5,1,Diwali,high
Muthiahpuram,theft,2,2024,7,16,7,,moderate
Millerpuram,murder,8,2024,1,27,0,Vishu,low
Bryant Nagar,theft,5,2024,5,10,6,New Year,high
New Colony,murder,7,2024,6,6,16,Diwali,low
Millerpuram,murder,5,2023,3,20,6,,moderate
Pearl City,murder,6,2023,10,16,21,,high
Bryant Nagar,drug abuse,7,2024,2,6,22,New Year,high
Bryant Nagar,assault,4,2023,3,29,17,Ayudha Pooja,low
Tiruchendur Road,assault,2,2023,6,16,16,Pongal,low
Thoothukudi Port,murder,2,2024,2,19,15,Pongal,moderate
Therespuram,murder,5,2024,9,25,22,New Year,high
Athimarapatti,assault,10,2023,2,24,21,Ayudha Pooja,low
Beach Road,murder,3,2024,6,28,11,Diwali,moderate
Muthiahpuram,drug abuse,7,2024,12,14,4,New Year,low
Muthiahpuram,vandalism,2,2024,5,22,2,Christmas,high
Nazreth,vandalism,8,2023,6,20,7,,low
Kovilpillai Nagar,harassment,4,2023,5,15,14,Vishu,high
Pearl City,vandalism,10,2024,1,28,12,New Year,moderate
Therespuram,drug abuse,4,2023,10,12,14,New Year,high
Mattakadai,drug abuse,6,2024,12,11,22,Ayudha Pooja,moderate
Victoria Extension,harassment,5,2023,11,17,21,Diwali,high
New Colony,theft,6,2023,8,23,14,Christmas,moderate
Athimarapatti,vandalism,6,2024,1,13,23,New Year,high
Tiruchendur Road,murder,10,2024,3,10,1,Vishu,high
Tiruchendur Road,harassment,8,2023,4,25,19,New Year,moderate
Therespuram,assault,6,2023,6,19,1,Vishu,high
Beach Road,assault,1,2023,2,13,5,Ayudha Pooja,moderate
Tiruchendur Road,robbery,6,2024,6,7,19,Vishu,high
Tiruchendur Road,theft,4,2023,4,2,5,Christmas,moderate
Beach Road,assault,8,2024,6,23,19,Diwali,moderate
Pearl City,harassment,9,2024,6,11,0,,low
Tiruchendur Road,theft,9,2023,10,28,15,New Year,low
Mattakadai,assault,5,2023,9,6,1,New Year,high
Therespuram,harassment,4,2023,2,24,18,Ayudha Pooja,high
Thoothukudi Port,assault,3,2023,5,28,21,Christmas,moderate
Muthiahpuram,robbery,8,2024,7,29,4,Christmas,moderate
New Colony,drug abuse,2,2023,3,31,1,Diwali,high
Victoria Extension,drug abuse,3,2024,3,30,13,,low
New Colony,theft,2,2023,5,25,22,New Year,moderate
Pearl City,murder,9,2024,10,10,20,Ayudha Pooja,high
Victoria Extension,vandalism,1,2023,9,28,3,Diwali,high
Millerpuram,murder,7,2023,12,26,10,Diwali,moderate
Millerpuram,harassment,5,2024,7,11,15,Vishu,low
Victoria Extension,robbery,2,2023,1,22,2,Ayudha Pooja,high
Therespuram,theft,9,2024,4,8,4,Vishu,moderate
Thoothukudi Port,vandalism,10,2023,6,14,17,Pongal,moderate
Pearl City,assault,3,2023,7,18,23,Christmas,low
Muthiahpuram,vandalism,4,2024,5,14,7,Pongal,moderate
New Colony,drug abuse,1,2023,11,6,18,Vishu,moderate
New Colony,theft,4,2023,11,30,13,,moderate
Victoria Extension,harassment,7,2023,3,16,23,Ayudha Pooja,high
Third Mile,murder,10,2023,5,20,19,,low
Beach Road,theft,8,2023,11,13,18,Christmas,high
Beach Road,murder,2,2024,10,31,22,Ayudha Pooja,low
Therespuram,robbery,8,2023,5,14,12,New Year,low
Thoothukudi Port,theft,9,2023,6,2,15,Pongal,low
Pearl City,assault,10,2023,12,3,3,Ayudha Pooja,low
Thoothukudi Port,vandalism,3,2023,3,21,3,Pongal,high
Millerpuram,harassment,8,2024,10,27,16,,low
Tiruchendur Road,vandalism,2,2024,10,7,0,Diwali,low
Beach Road,harassment,5,2023,9,17,13,New Year,low
Mattakadai,murder,5,2024,8,5,4,Christmas,high
Kovilpillai Nagar,drug abuse,9,2024,10,22,18,Pongal,moderate
Therespuram,murder,9,2023,1,17,2,,moderate
Therespuram,harassment,4,2024,2,15,16,Vishu,low
Bryant Nagar,assault,3,2023,3,30,12,Ayudha Pooja,low
Tiruchendur Road,theft,4,2023,2,11,10,Vishu,moderate
Victoria Extension,assault,1,2023,8,20,9,Pongal,moderate
Victoria Extension,theft,3,2023,9,4,16,Pongal,low
Millerpuram,robbery,2,2023,3,12,5,,high
New Colony,murder,4,2024,10,3,15,New Year,low
Victoria Extension,assault,7,2023,1,29,3,Ayudha Pooja,high
Thoothukudi Port,assault,7,2024,7,15,2,Pongal,low
Tiruchendur Road,harassment,7,2024,7,23,1,Christmas,high
Millerpuram,drug abuse,8,2023,1,28,8,New Year,moderate
Kovilpillai Nagar,assault,7,2024,5,18,8,Ayudha Pooja,moderate
Tiruchendur Road,harassment,8,2023,5,25,21,Vishu,low
Therespuram,assault,3,2023,6,30,18,Christmas,moderate
Mattakadai,harassment,10,2024,2,1,5,Christmas,low
Kovilpillai Nagar,murder,9,2023,6,17,4,,moderate
New Colony,drug abuse,4,2023,8,28,9,Ayudha Pooja,moderate
New Colony,drug abuse,5,2024,12,1,11,Christmas,moderate
Athimarapatti,harassment,3,2023,12,5,17,New Year,high
Millerpuram,theft,10,2023,2,10,5,Ayudha Pooja,moderate
Mattakadai,harassment,2,2024,5,21,9,Ayudha Pooja,high
Nazreth,robbery,8,2023,1,22,13,Pongal,moderate
New Colony,drug abuse,3,2023,12,7,4,,high
Victoria Extension,drug abuse,2,2024,1,7,14,Christmas,low
Thoothukudi Port,drug abuse,8,2023,11,10,22,Ayudha Pooja,low
Third Mile,murder,3,2024,1,21,11,New Year,low
Therespuram,harassment,9,2023,11,29,15,Pongal,high
Therespuram,assault,2,2023,1,6,21,,low
Bryant Nagar,murder,1,2024,4,27,13,Ayudha Pooja,high
Therespuram,murder,6,2023,8,12,14,Ayudha Pooja,moderate
Therespuram,assault,4,2024,1,18,6,Christmas,low
Mattakadai,theft,7,2023,5,22,3,New Year,high
Muthiahpuram,vandalism,1,2024,1,17,8,Pongal,low
Thoothukudi Port,harassment,3,2024,10,11,0,Pongal,high
Thoothukudi Port,drug abuse,9,2023,7,11,13,,high
Third Mile,murder,8,2024,4,17,13,,moderate
Pearl City,assault,1,2023,7,2,0,Vishu,high
Thoothukudi Port,drug abuse,1,2024,8,30,9,Pongal,low
Thoothukudi Port,drug abuse,4,2023,7,23,19,,moderate
Pearl City,assault,2,2024,8,4,22,New Year,high
Bryant Nagar,assault,6,2023,1,21,18,Diwali,low
Therespuram,assault,6,2024,11,13,9,Pongal,high
Third Mile,drug abuse,9,2024,4,5,13,New Year,high
Beach Road,vandalism,5,2023,5,17,19,,low
Bryant Nagar,vandalism,9,2024,2,20,15,,low
Millerpuram,vandalism,3,2024,6,17,13,Christmas,high
Tiruchendur Road,robbery,3,2024,4,10,16,Vishu,moderate
Bryant Nagar,drug abuse,2,2023,11,17,1,Ayudha Pooja,high
Third Mile,harassment,2,2024,12,5,16,Vishu,high
Pearl City,assault,7,2023,3,30,13,Pongal,low
Bryant Nagar,vandalism,1,2024,10,27,10,Ayudha Pooja,moderate
Third Mile,harassment,8,2023,9,18,11,Pongal,moderate
Athimarapatti,theft,2,2024,11,17,14,Ayudha Pooja,low
Nazreth,murder,4,2024,2,20,14,Diwali,moderate
Thoothukudi Port,theft,5,2024,10,24,22,Ayudha Pooja,low
Bryant Nagar,drug abuse,5,2023,1,4,10,,low
Third Mile,murder,10,2023,10,13,19,Diwali,high
Therespuram,assault,3,2024,10,11,20,,moderate
Athimarapatti,robbery,8,2023,4,16,13,Vishu,moderate
Victoria Extension,murder,1,2024,11,26,18,Diwali,moderate
Muthiahpuram,theft,7,2024,11,29,11,Ayudha Pooja,high
Pearl City,harassment,3,2023,3,31,13,Pongal,low
Tiruchendur Road,robbery,3,2024,8,5,8,Pongal,low
Nazreth,robbery,4,2024,6,11,17,Ayudha Pooja,moderate
Tiruchendur Road,robbery,3,2024,1,2,8,Diwali,low
Mattakadai,theft,9,2024,9,26,21,Pongal,moderate
Thoothukudi Port,assault,5,2024,8,21,6,Diwali,moderate
Mattakadai,robbery,6,2024,5,7,9,Diwali,moderate
Therespuram,theft,7,2024,5,30,3,Diwali,low
Athimarapatti,vandalism,2,2023,9,16,1,,low
Tiruchendur Road,murder,1,2024,4,5,13,Vishu,high
Athimarapatti,murder,1,2023,6,25,13,Diwali,low
Mattakadai,robbery,5,2024,2,8,4,Pongal,moderate
Bryant Nagar,assault,9,2024,5,31,11,New Year,low
Pearl City,assault,6,2024,8,24,7,Vishu,low
Thoothukudi Port,theft,5,2023,1,14,10,Ayudha Pooja,moderate
Third Mile,robbery,9,2024,6,27,17,Vishu,high
Tiruchendur Road,harassment,3,2023,8,1,5,New Year,high
Muthiahpuram,vandalism,10,2023,7,8,18,Ayudha Pooja,high
Victoria Extension,vandalism,2,2023,2,12,1,Diwali,high
Muthiahpuram,vandalism,5,2023,10,8,12,Pongal,moderate
Thoothukudi Port,vandalism,8,2023,12,28,21,Pongal,moderate
Beach Road,vandalism,10,2023,10,12,22,Pongal,high
Therespuram,vandalism,7,2024,11,12,22,New Year,low
Victoria Extension,murder,4,2024,5,14,13,Christmas,high
Victoria Extension,theft,6,2024,9,14,14,,low
New Colony,theft,6,2023,11,3,15,,low
Therespuram,robbery,6,2024,2,20,15,Ayudha Pooja,high
Mattakadai,vandalism,10,2023,12,5,3,,low
Muthiahpuram,assault,5,2024,12,4,19,Diwali,high
Mattakadai,vandalism,6,2024,6,3,23,,high
Pearl City,theft,2,2024,5,27,8,Ayudha Pooja,low
Millerpuram,theft,10,2023,10,13,13,Pongal,high
Victoria Extension,robbery,8,2024,12,9,10,Diwali,high
Mattakadai,assault,7,2023,6,8,1,New Year,moderate
Millerpuram,harassment,6,2023,6,2,0,New Year,low
Mattakadai,assault,7,2024,7,6,23,Ayudha Pooja,high
Tiruchendur Road,vandalism,4,2024,1,17,6,Diwali,high
Bryant Nagar,harassment,1,2024,10,4,13,Vishu,low
Pearl City,vandalism,10,2024,1,12,19,,low
Kovilpillai Nagar,theft,6,2023,3,23,3,Vishu,moderate
Third Mile,robbery,9,2023,11,17,11,,low
Nazreth,murder,7,2024,7,17,14,New Year,moderate
Muthiahpuram,robbery,7,2024,9,23,13,Vishu,moderate
Muthiahpuram,drug abuse,8,2024,2,29,13,Ayudha Pooja,moderate
Pearl City,theft,10,2024,2,28,2,Pongal,moderate
Beach Road,theft,3,2023,1,10,9,New Year,low
Third Mile,drug abuse,1,2024,1,19,21,New Year,high
Therespuram,robbery,7,2024,12,30,0,Christmas,moderate
Nazreth,vandalism,4,2024,3,23,3,Vishu,moderate
Athimarapatti,assault,7,2024,8,6,9,Ayudha Pooja,moderate
Therespuram,theft,4,2023,7,27,3,,high
Kovilpillai Nagar,harassment,1,2024,8,13,15,Christmas,low
Thoothukudi Port,murder,3,2024,10,26,15,Pongal,low
Third Mile,murder,1,2023,10,17,7,Vishu,low
Nazreth,robbery,6,2023,9,21,2,,low
Kovilpillai Nagar,harassment,7,2024,6,20,19,New Year,low
Mattakadai,assault,4,2023,7,23,19,Ayudha Pooja,high
Pearl City,murder,7,2024,10,17,16,Christmas,moderate
Mattakadai,harassment,5,2023,10,23,16,Pongal,moderate
Mattakadai,drug abuse,5,2024,3,27,15,New Year,moderate
New Colony,robbery,3,2024,10,19,6,Diwali,high
New Colony,robbery,8,2023,3,2,3,New Year,low
Nazreth,robbery,10,2024,5,5,12,,high
Athimarapatti,assault,5,2023,1,26,7,Vishu,low
Tiruchendur Road,assault,5,2024,9,12,20,Ayudha Pooja,low
Pearl City,robbery,5,2023,1,3,20,Pongal,high
Victoria Extension,theft,2,2023,2,23,17,Pongal,low
Mattakadai,drug abuse,4,2024,3,25,1,Vishu,high
Therespuram,drug abuse,6,2023,4,24,13,Diwali,moderate
Third Mile,vandalism,4,2024,6,30,8,Ayudha Pooja,low
Nazreth,vandalism,4,2024,8,13,2,,moderate
Nazreth,harassment,7,2024,3,17,0,,moderate
Third Mile,harassment,6,2023,1,12,0,Ayudha Pooja,high
Bryant Nagar,drug abuse,2,2023,11,2,18,,low
Tiruchendur Road,theft,4,2024,8,21,17,Christmas,moderate
Beach Road,vandalism,7,2023,5,18,22,Ayudha Pooja,low
Kovilpillai Nagar,assault,5,2024,2,29,5,Christmas,moderate
Athimarapatti,vandalism,8,2023,5,31,3,Ayudha Pooja,high
Pearl City,vandalism,1,2023,5,25,3,,low
Kovilpillai Nagar,drug abuse,3,2023,6,2,3,Vishu,low
Mattakadai,assault,1,2024,1,7,10,Pongal,low
Thoothukudi Port,vandalism,6,2023,1,21,6,,low
Tiruchendur Road,harassment,3,2023,3,4,4,Ayudha Pooja,low
Thoothukudi Port,murder,5,2023,2,8,0,Pongal,low
Mattakadai,harassment,10,2023,9,16,18,Diwali,moderate
Millerpuram,assault,1,2023,7,5,14,New Year,high
Nazreth,robbery,10,2023,7,19,16,Diwali,moderate
Mattakadai,assault,4,2023,8,25,1,Diwali,high
Therespuram,drug abuse,9,2024,6,8,9,,high
Muthiahpuram,vandalism,9,2023,10,21,7,Pongal,high
Athimarapatti,vandalism,9,2023,8,29,15,,moderate
Victoria Extension,assault,5,2023,1,18,7,Ayudha Pooja,low
Millerpuram,vandalism,10,2024,4,21,1,Christmas,moderate
Victoria Extension,harassment,2,2023,12,14,22,Vishu,low
Thoothukudi Port,drug abuse,1,2024,5,29,9,Vishu,low
Therespuram,harassment,5,2023,11,1,17,,high
Kovilpillai Nagar,robbery,2,2023,7,31,1,Vishu,high
Nazreth,robbery,6,2024,4,27,8,,low
Thoothukudi Port,harassment,7,2023,6,22,2,,moderate
Pearl City,theft,8,2023,10,25,17,Ayudha Pooja,high
Therespuram,drug abuse,9,2024,11,3,15,Ayudha Pooja,high
New Colony,murder,6,2023,6,7,6,Ayudha Pooja,high
Bryant Nagar,vandalism,10,2024,7,8,11,Pongal,high
Therespuram,robbery,4,2023,3,11,19,Pongal,low
Athimarapatti,theft,4,2023,3,11,15,Christmas,low
Millerpuram,drug abuse,7,2024,12,26,8,Pongal,moderate
Athimarapatti,drug abuse,2,2023,5,27,2,,high
Nazreth,vandalism,10,2024,1,5,21,,moderate
Muthiahpuram,murder,8,2023,4,12,3,Pongal,high
Thoothukudi Port,assault,10,2024,12,5,1,Pongal,moderate
Mattakadai,drug abuse,7,2023,5,11,2,,high
Bryant Nagar,vandalism,4,2023,6,15,8,Pongal,moderate
Kovilpillai Nagar,murder,8,2023,10,31,17,Pongal,moderate
Third Mile,drug abuse,8,2024,2,5,5,Diwali,high
New Colony,murder,9,2024,3,14,5,New Year,moderate
Nazreth,drug abuse,10,2024,4,28,9,Pongal,low
Therespuram,drug abuse,10,2024,11,30,5,Pongal,high
Third Mile,drug abuse,1,2023,5,10,9,Diwali,moderate
